Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,labels_for_settingB
"i don't know what the fuck to do .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"felling happy and optimistic .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"book party time: 31 days to a happy husband .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" he has a beautiful face but i miss his puppy hair <sad> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" everything looks so cute!!!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"ohmygod you have got to be kidding me gin why did you disappear i can't breathe i can't .",0.2,0.0,0.2,0.0,0.0,0.0,0.6,0
"my new favorite photographer: .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"a blessed new year to everyone .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"thanks. ! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"oh my god im sof yyfckcing drunk what hthe fuck im laugihngf so hard this is si styupdid i havent been ths drunk ever hoh my god .",0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0
" it's gonna hurt. and april's gonna feel every bit of it <sad> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i'm just a passionate woman.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" that is sarah i'm honestly jelly she's already moving to cali... like tf what about our ideas about living together .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
" is #hero. read about this fan.",0.0,0.0,0.0,0.5,0.0,0.0,0.5,1
"2% even tho my shit is on the charger i really hate my phone .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" yeah. she's is one of the elders. that's for sure.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"he is faithful .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"come visit for the 1st time & get a free book at... @ freedom house church .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,1
" when i watch yeldon run. he seems like a perfect fit for the colts offense .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" i know right? then they realise they fucked up after marrying or having babiesssss lol .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0
"i hate any american success but seeing keegan bradley smile is particularly painful.big game to lose. rory &amp; sergio need to come back strong .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"it's an au. of course we're going to slice people's throats &amp; blow off their heads. there's nothing wrong with us. txf. probably... #4d .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i would seriously cry if a guy ever said this to me...",0.0,0.0,0.0,0.0,0.0,0.5,0.5,0
"fuel your body after a workout. the best choice for your post-workout meal depends upon what exercise you did....",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
"watch out for she hates black people! .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0
"nw: biyahe ni drew. one of my favorite travel shows from the crew to the host the best haha kwela kwela lang <tease> .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1
"11:11 go to concerts w mirjam woah  .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"my baby hospital name tag still on. it's a reminder that i was on my own and i survived! proud to be a #singlemom .",0.0,0.0,0.0,0.2,0.0,0.0,0.8,1
". isabella: i hate you all. #phineasandferb #starwars .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"that cheerleader tune is pretty banging! makes me want a few beers and bbq in the garden! #summerfeeling #omi .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"when i look into your beautiful eyes. my shy orphaned kitten alfredo. i thank god for your revival.",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1
" wow that sounds bigtime. snider is bringing it lately.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
" better than words .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" can't wait! listening (again) to older #podcasts while training at the gym. it's going to be an excellently #social time! <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" hi. matt at the ipswich star. working on the steamboat gig cancellation story - do you have two mins for quick chat? thanks. matt .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1
"free but ifb .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"you know. sometimes people play hard-to-get because they need to know the other person's feelings are real.",0.0,0.0,0.75,0.0,0.0,0.0,0.25,1
"jim m. didn't want charlie killed.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0
" i give it a second tolkien star because i loved the portrayal of beorn.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" great post. being a good doctor and surgeon is a lot about personal responsibility for your patients.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" what the fuck is the online trans community .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
" bby. yes you are. you're lovely.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" awesome !!!!!! now you guys can talk ! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" thanks for joining us! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"so u have the cheek to call me a bitch you i havent got the guts to ask why im being like this xd bitches make me laugh .",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
"kookie loves you all! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"this carries you through the day and rubs off on you so you can inspire others too.",0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1
"coalition adviser urges increased investment in early years funding .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"as you plant the seeds of kindness. they will continue to grow &amp; blossom... ~ #dtn .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"read it once again to keep your relations safe n strong.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" same! if it is indeed their only uk festival appearance... (big weekend doesn't count <tease>) .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"im literally about to cry .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"the vs show really lowered by self esteem .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"and thank you mcdaniel campus saftey for all the parking tickets .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i love you #alea.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"its ok i'll see .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"well. i'm no longer watching the game. only because brother ryan will spend the next 45 minutes bitching about falcao. again.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0
" ahh thank you boo ! .",0.5,0.0,0.0,0.5,0.0,0.0,0.0,1
"its not who you're looking to for help. but who god will bring into your life #favour .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"it takes black magic to manage any 12 year old girl. let alone a witch #bittens2 .",0.0,0.0,0.5,0.5,0.0,0.0,0.0,0
"#ufc157...looks like a good one! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"just got all the supplies in for the trip up to leicester for tomorrow! #excited #ymlaen .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"this is so cute and funny .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" arsenal vs liverpool is getting intense. arsenal is taking the lead.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1
"redeem thyself oh fallen star. wake the heavens with your golden madness.",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1
"i lowkey lurk on your twitter like eveyday .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" congrats on the alumni award! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"redbull ain't doin shit for me rn .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" good morning! hope you have an amazing day!!!!!#thescriptfamily #thescript .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"relax and be yourself no matter who you spend time with. remind yourself that you are amazing and let the world see you. #newperspective .",0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.42857142857142855,1
"jlo better come out half dressed by ten or i'm shutting off the #grammyawards and putting on #bettercallsaul #amc .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"up nd oot the door so early <happy> proud of maself so a am .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"only broke bitches get excited about niggas with flashy things .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0
"knowing i have such a good lay in tomorrow is just so so good .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" fake af bye bitch .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"are anti-lgbt and anti-choice activists at the world congress of families violating us sanctions on russia? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"what a whore bitch .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"bruh not in the fucking mood man. everyone just leave me tf alone .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"the people i get along with are the ones that are impressed by me. who refute my self-loathing &amp; posit instead that i am very good .",0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1
" greatest player around at one time. not in the last 2/3 seasons .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" my favorite jazz musicians of all time are: duke ellington. miles davis. najee. fred wesley &amp; boney james.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
" you ride with opps. sorry not sorry .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"how to turn your rock bottoms into rock star moments? join the be happy summit summit .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"according to #marketing experts. repeat customers respond 40% to 60% better than one-time customers: .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" agreed she always tries to be bright ! haha .",0.0,0.5,0.0,0.0,0.0,0.0,0.5,1
"but he's a good man . i think.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" fuck it thug life .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"forever making wrong decisions .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0
"we will return your items to your satisfaction or we will collect. re-iron and deliver again at a time to suit you! .",0.0,0.0,0.25,0.25,0.0,0.0,0.5,1
" exactly. protests and banners mean fuck all to this board. only hard cash will win .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"being honest may not get you a lot of friends. but it'll always get you the right ones.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" patrolling country lanes. detaining speeding drivers. fly tipping &amp; poaching crimes. helping injured livestock &amp; wildlife.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" thank you. love you toooo! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" yea just need to getting my hopes up .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1
" i have a go to person for leds if i get stuck i just need more time. haha.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" ahhh hahaha! biset!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"don't let people judge you. you are who you are. and if you work hard. you'll create an even better you.",0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,1
" it's good. not perfect. but well worth a watch.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" thank you so much <happy> .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"new sleater kinney and belle and sebastian albums streaming on npr first listen today. 1998 is going to be the best year ever! .",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1
" so it's no wonder a number of young kids are hiding these issues- we don't give them a reason not to or explanation of why .",0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
"does any hockey player ever find the crowd annoying. like shuddup i'm trying to play!!1 .",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0
" happy birthday smelly .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"great article by on the fire &amp; passion that burns in every fan should read it.",0.0,0.5,0.0,0.0,0.0,0.0,0.5,1
"so we now have a pet bird and i'm not ok with it. i hate birds.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"#sagittarius are very optimistic in every situation.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" love that! student involvement to the max! #edteach .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"the wailers are gonna be great in concert. i'm so excited .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"we can't even be friends! : #wecantdateifyou a devout christian .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"although i have been told that my cysts are clearing up. i still have a constant worry in the back of my head.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0
"harry's such a baby i love him .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"this is great news. i already use rainy mood. but this might be even better.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"parents don't know when ur boss might kill you .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"oh. yea!!! nothing beats dinner in the crock pot!!!!! love that i could smell it when i opened up the garage!!!...",0.2,0.0,0.2,0.4,0.0,0.0,0.2,1
"not everyone's a friend now a days .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"today was actually kinda good really enjoyed history today love when she tells stories .",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1
" i love you so much listen to me .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,1
" you make me stronggggg .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"good morning. it's a nice sunny day ..",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"happy 16th birthdayyy batchland!! turnn upp today :* xo  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" aww cute <happy> .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
"my last . i hate twitter. bye forever.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" looks like it'll be the u of virginia! .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,1
"wake up! take care of your family. then take care of you! don't forget to take care of you too!!! .",0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1
"better to be way late then never. isn't that how the night sees things as it creeps toward summer.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
"keep your eyes open to your mercies. the man who forgets to be thankful has fallen asleep in life. robert louis stevenson .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1
"get more followers my best friends? i will follow you back if you follow me - .",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1
"double cup love you the one i lean on .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"with the right focus. you'll be surprised what you can accomplish. the doors that you used to walk past that you should have peeked in .",0.0,0.25,0.0,0.0,0.0,0.0,0.75,1
" thanks! about to play now. <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"this shit the worse .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i feel soooo agitated and irritable. i don't know why!!!!! fuuuuuuck! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"ready for work to provide a good life style to my children. #selfie #singlemom .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"1. your best quality? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"louis: have fun with nasty bitch <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"motivation!! thanks  .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
"and my job is i'm back ur gift follow.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" that's pretty cute. i'd wear that.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" wow. that's some fuckery.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"forgot my headphones so i'm singing to myself in my head because i love me .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"joe and matt work very well. despite there survival backgrounds #compromise #ondemand .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
