Tweet_id,Tweet,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE
860,"i've been awake barely ten minutes and im ready for the day to be finished already.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
861," i didn't fuck up once.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
862,"either way. i am so happy for bruce! i don't care what your views are. everyone deserves happiness and comfortability and he is getting his! .
",0.2,0.2,0.0,0.0,1.0,0.8,0.8
863,"i already know what you trying to say hey! #fifthharmony bo$$ #stuckinourheads  .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
864,"oh. yea!!! nothing beats dinner in the crock pot!!!!! love that i could smell it when i opened up the garage!!!...
",0.6,0.4,0.0,0.0,1.0,0.6,0.4
865," my internet is the fucking best not my fault your link is shit .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
866,"he done beat rihanna and cheated on karucche like i'm so mad why nothing happen to this nigga ? ima come to his life and set him straight .
",0.8571428571428571,0.5714285714285714,0.0,0.14285714285714285,1.0,0.2857142857142857,0.14285714285714285
867,"hanging out with my tia ellie is fun af haha .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
868,"people don't take depression seriously and that make me so fucking mad. she uses the word depressed like it's noting.
",0.8,0.2,0.0,0.0,1.0,0.8,0.2
869," yeah good point! but in the old days even dogs got airlifted <happy> and keheliya got 44 million for just breaking a leg! .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
870,"nah but fazoli's bread sticks are heaven. not even gon front lol .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
871,"i'm having spaghetti saturday night for dinner! i'm excited!! spaghetti is my most favorite food in the whole entire universe!!! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
872," kill me . i know how you feel now .
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
873," youre a fucking cunt .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
874,"shout out by to us indigenous calling for better partnerships. love it. #respect #abvote .
",0.5,0.25,0.0,0.0,1.0,0.75,0.5
875,"everyone is soooo annoying today. i'm gonna lose it .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
876,"sometimes will have to accept the fact that losing is not always a loss but actually a win! .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
877,"make sure you can take care of yourself before you start to care for someone else.
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
878,"i swear to god. this babysitting is not what's up. especially not w/ this headache .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
879,"literally have no strength anymore .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
880," wait for it tom i actually agreed with some of what hitchens said i need a lay down <sad> .
",0.4,0.4,0.0,0.0,1.0,0.6,0.6
881,"i might not win. but still. #esurancesave30 .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
882,"im so anboying i hate myself .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
883,"2% even tho my shit is on the charger i really hate my phone .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
884," at least you'll die happy. staring at meg in her underwear .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
885,"grease is the word and musical returns is the phrase at pottstown high school.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
886,"cannot return to the apt til all my shits done. lol fuck .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
887,"i miss when people didn't argue over my existence. what i meant. what i could do...
",0.6,0.0,0.0,0.0,1.0,1.0,0.4
888," that makes sense. when i lived in az i often wanted to sleep on the cool tiles instead of in bed.so hot! .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
889,"today will be a wonderful day i declare it right now ! .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
890,"i miss my mom yo .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
891," she's not very bright. is she? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
892,"lol. we were saying prayers. real scary that one.
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
893,"i love the boys a lot .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
894," and nothing makes mr. mcgee happier than when someone hugs him.
",0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
895,"she's truly so great .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
896,"its nice how i manage to remain excited and happy every single day .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
897,"i'm giving away a copy of hardline. you have one day left to enter! .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
898,"i can't believe i've never seen 21 jump street before today lol .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
899," patrolling country lanes. detaining speeding drivers. fly tipping &amp; poaching crimes. helping injured livestock &amp; wildlife.
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
900," i'm in bed because i'm a good girl. is it really sad .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
901," would u do some comiccon cosplayed like this fam?(caught up the other day @ a sorta comiccon in my town) .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
902," thanks for the  and follow! loved your article. found myself completely relating! made me want to read the book too.
",0.4,0.4,0.0,0.0,1.0,0.6,0.6
903,"i hope that albertans vote with a sense of hope for the future and not be constrained by fear. #abvote .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
904," i'll go with the one who beats a #gop/#rwnj. if so be it.
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
905," (i had serious anemia post birth and continue to have issues) .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
906,"i need to get the fuck out of my house .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
907,"all i really need is one chance. i swear you won't regret it.
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
908," that'd be amazing! god.her room is gonna be badass! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
909," every time i so much as see this again in my mind i start laughing .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
910,"always having to cook for everyone. #beingtheonlygirlinthehouseproblems .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
911," omggggggg pigulous! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
912," ha ha but i'm buddhist- we breathe-deeply! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
913," this is a throwback. dear.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
914,"a dope chick. something like a deep verse and i'm hooked .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
915,"i love female artists. in the past. female expression was frowned upon in almost every culture &amp; believe it or not we're still the underdog.
",0.25,0.0,0.0,0.0,1.0,1.0,0.75
916,"dr. budiani-saberi is a medical anthropologist. and the executive director and founder of the coalition for organ-failure solutions.
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
917,"i wish i cld jst leave my school to get away from the stress .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
918,"it's the donation that gives back! check out #kidsareheroes wall of fame!! .
",0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
919," it has the potential to be. but i think the problem is that pd covered a lot of the same ground. so it feels redundant.
",0.0,0.0,0.2,0.0,0.8,1.0,1.0
920,"if the games work then yay. if not then i can remake them.
",1.0,0.0,1.0,0.5,0.0,0.5,0.0
921," wow. so evil. i like it. :3 .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
922,"it really could be a lovely day in the neighborhood if you're ... more for scorpio .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
923," is a great program! always cheering on my sister in her junior amateur career! #goducks .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
924," fuck no way my jacket will fit .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
925,"love is so beautiful.
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
926," love me .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
927,"but what kind of activist would i be .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
928,"always try to give the world. as much love and goodness as you can .. #healingthoughts .
",1.0,0.0,0.0,0.5,1.0,0.5,0.0
929,"thank you so much for tonight  .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
930,"starting to get really frustrated with this confusion..
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
931,"can y'all stop comparing nb to food?! ffs i love food dont do this to me .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
932,"god will do his best daily to make you happy.but you have to make the choice as to wheter you will choose to be happy in spite of problems! .
",0.75,0.0,0.0,0.0,1.0,1.0,0.25
933," are you guys doing a strict budget? what do you do? .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
934," i was! but was threatened by the tories that i'll be reported &amp; disqualified from elections- fibs! .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
935,"happy feelings will attract more happy circumstances so always stay happy! .
",0.5,0.0,0.5,0.5,0.5,0.5,0.5
936,"baseball! thank goodness. truly. in spite of the snow that fell today. baseball season means spring is here.
",0.25,0.25,0.0,0.0,1.0,0.75,0.75
937," congrats patrick! you have my support! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
938," arsenal vs liverpool is getting intense. arsenal is taking the lead.
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
939,"you've all disappointed me. so there's that whole thing .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
940," yay!!! hopefully i'll be aware bila ada sale of tix! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
941," don't get it. lol .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
942," hey how are you? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
943," i try to tell myself they just don't know how. but i still wish they did sometimes- which is why people like you help so much .
",0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.5
944,"check out my new blog post <happy>! does the brain have a sweet tooth for candy crush? .
",0.5,0.5,1.0,0.0,0.0,0.5,0.5
945," low key night for. dinner. wine and a movie.
",1.0,0.0,1.0,0.0,0.0,1.0,0.0
946,"true but try telling that hr officers and job agencies and they will reject you.
",1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
947,"if nicki minaj and rihanna got together as a couple fuck .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
948,"bored as shit!! ..........
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
949," so go to google and put in her fake name? .
",1.0,0.5,0.0,0.5,1.0,0.0,0.0
950,"#lrt are they serious? does anyone think a petition like that is going to work? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
951," still killin it doe .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
952,"segulls r fucking brave and vicious got attacked twice because they were after my pasty .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
953,"she was killed at home #eelive .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
954," ahh thank you boo ! .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
955,"but there are some people who remember the infinite diversity and promise of the infinite earths... some who dare to hope .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
956,"i hope sitting here doesnt blow my high smh .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
957,"i got screwed by my body during a shu uemura sale last night. and i'm a bit sad about it.
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
958," well done on going all night with this! (good luck!) .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
959," malapit na mag sabadoooow! sino sino us? tawagin na lhat para isang tawa nalang hahhahah .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
960,"regardless of how many of you hate the obama's many more americans respect them. that's why he's a 2 term president &amp;your vote didn't matter .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
961,"applying to jobs is stressful... i feel like i don't know anything even though i'm about to graduate.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
962," its just a shitty performance its okay lmao .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
963,"starting saturday i can start running again.. thank you. lord!!! .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
964,"&amp; i ain't too proud to tell you that i cry sometimes about it .
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
965," farage won't get the opportunity to screw us over but he's a great speaker unlike clegg. hence why he is so appealing .
",0.25,0.0,0.0,0.0,1.0,1.0,0.75
966," lol my aunt told me she seen her today .
",1.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0
967,"few secs ago.. this guy said am a loyal kinda guy then now he goes i hv lots of crush on girls. hmmm? incomprehende .
",1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0
968," this is the most appalling ruling i can imagine in a democracy. it must be reversed. come on democrats .
",0.75,0.0,0.0,0.0,1.0,1.0,0.25
969,"shoutout to for winning her #ajga tourney today &amp; for the camo putter cover! #merica #supportthetroops .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
970,"the return to giverny: an abridged version. #monet .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
971,"a list of ways that math has proven very difficult for the pcs.
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
972,"happy 15th birthday infest! last resort &amp; between angels and insects are my favorite from this album! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
973,"oh c'mon garces grow a backbone....good! .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
974,"in the past 24 hours because i argue against the snp i have been attacked in ways that turn my stomach. we must defeat these people #snpout .
",1.0,0.2,0.0,0.2,1.0,0.6,0.0
975,"i always go to sleep listening to music . it never fails .
",0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.3333333333333333
976,"i'm too judgmental. lol she's cute in her own way i guess .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
977,"do i get an amen? i love my life.
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
978,"st. patrick's day madness is too overwhelming. i might just find somewhere to hide. until it's all over .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
979,"me when a teacher call me up to the board .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
980," i love uuuuu .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
981,"a new favorite: all my time (from 72 hours) by kvn tajzea .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
982,"shit might just go down this weekend.
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
983,"in that phase where every open door is just a window on the 50th floor that's been cleaned too well.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
984,"but where's the cheering? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
985,"seeing the people i care about happy makes me optimistic that this pain &amp; sorrow can't last forever .
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
986,"morning by myself just dropped mom off at work bout to hit #legym driving alone ^_^ .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
987," last time i was there waitress dropped a steak and knife on back lol .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
988,"aj/paige vs nikki/brie could've easily been a match on raw. it's nowhere near wm worthy. gotta have that title defended next time at wm.
",0.4,0.4,0.0,0.0,1.0,0.6,0.6
989,"didn't like doing the selfie avvy on here .
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
990,"i'm feeling optimistic for the first time in awhile.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
991," sigh i remember back when i gave a shit about my hair. that's a luxury in itself my friend.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
992,"psychology says - the key to accepting change is to let go of fear. you over think less once you've accepted that things change.
",0.4,0.0,0.0,0.0,1.0,1.0,0.6
993,"no gluten. dairy. caffeine and now no sugar. this is going to be hard. but i can do it and i am so determined to get better and help myself.
",0.8,0.0,0.0,0.2,1.0,0.8,0.2
994,"always try to be positive. optimistic. and hopeful .. #healingthoughts .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
995,"im trying to deal with the news and cubes is gonna kill someone for who knows why .
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
996,"the jokes on me and it ain't funny everybody could see the punchline coming from a mile away .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
997," he will make a lot of money in his career. enrage fantasy owners. and confuse the hell out of casual fans.
",0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333
998,"so we now have a pet bird and i'm not ok with it. i hate birds.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
999,"receiving mixed signals from someone you care about.&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,"free open-source font to help #dyslexic readers?! yes yes yes! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
1," why focus on it is the wrong tact. paul is very clear on the topic. he was just wrong. which is fine.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
2," a paddling pool is much shallower .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
3,"i luv . everyone tell her happy birthday.
",1.0,0.0,1.0,0.0,0.0,1.0,0.0
4," not sure if it'll work. but i know people who have used a foam roller to ease sciatica. google it. i have one. love it.
",0.5,0.0,0.16666666666666666,0.0,0.8333333333333334,1.0,0.5
5,"it ain't like he's keeping secrets. what you see is what you get. and what's so nuts about calling an upswing? .
",0.4,0.0,0.0,0.2,1.0,0.8,0.6
6,"and my job is i'm back ur gift follow.
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
7,"george osborne the balance of people contributing to tax vs those not will have to be rebalanced soon to save our kids from ruin .
",0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
8,"there's a boy in my english class that distracts me by breathing and i daydream about making out w him a lot .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
9," people seem to forget how bad he looked last year. i'm more than happy with our secondary vs this kid.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
10," i heard that from someone else. how funny! .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
11," lol a cranky mule at that by the way some songs sound .
",0.0,0.5,0.0,0.0,1.0,0.5,1.0
12,"toffee apple tart is perfect for a sunday <happy> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
13," sounds like i'm awesome! .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
14,"how the hell do moths always end up in my bathroom .
",1.0,0.0,1.0,1.0,0.0,0.0,0.0
15," okay good deal eye dm you .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
16,"i have a grandmother that lives one state over and i don't even know her name lmao .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
17,"shit. i feel a poem coming on.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
18,"pandora ads ruin everything .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
19,"activists working 2 save environment earn fat salaries 2 block projects that otherwise would have given poor men a chance to improve lives.
",1.0,0.0,0.0,0.5,1.0,0.5,0.0
20," i am having that same issue! no worries! enjoy your day as well! <happy> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
21,"happy friday! hope all is well and your weekend plans are laid out with family. friends and fun in mind! .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
22,"and i'm not patronizing women so as to get lucky. as tempting that as it is. we know it's the truth.
",0.2,0.0,0.0,0.0,1.0,1.0,0.8
23," it was actually the slomo video that me and brad took of you haha .
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
24," that looks bomb. also i know coffee is a natural laxative! i'm not trying to shit my pants either.
",0.25,0.0,0.0,0.0,1.0,1.0,0.75
25,"when someone takes a candid picture of you and you didn't actually know you were that ugly .
",0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666
26,"should i be grateful for that? .
",1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,"you're just a fat bitch lol .
",0.0,0.0,1.0,0.0,0.0,1.0,1.0
28,"dr. marjorie blanchard on becoming a happier wife. great tips that you can start using today .
",1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
29,"feels like a hopkins-esque kind of insult...
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
30," wow. jeremy pruitt. he's 40. i learn from u king every day. teams are on big kick for hc experience.
",0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
31,"i am glad to see finally publish a statement of some kind. but i hope next time we do better.
",0.25,0.0,0.0,0.25,1.0,0.75,0.75
32,"i'm the shit when it comes to skipping stairs. but it's walking up them that's a problem.
",0.5,0.25,0.0,0.25,1.0,0.5,0.5
33,"i still can't believe it okay.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
34,"*belts in a flat* fuck no babyyyyyyy .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
35,"you're going to make mistakes. the most important thing is that you learn from them. and move on.
",0.8,0.0,0.0,0.6,1.0,0.4,0.2
36,"and like i said before- it basically is pop.
",0.5,0.5,0.0,0.0,1.0,0.5,0.5
37," best match commentary i've heard. ever.
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
38," because i've arrived .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
39,"wont trust a hoe .
",0.0,0.0,0.0,1.0,1.0,0.0,1.0
40," whats worse than backing into parking spots? watching people back out of parking spots .
",1.0,0.0,0.0,1.0,1.0,0.0,0.0
41,"part i - see the rest on my feed. #hellolovelyliving #pinterest #quotes hellolovelyliving .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
42," i don't think people want my face everywhere unfortunately .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
43," god forbid you talk to me again .
",1.0,0.5,0.0,0.0,1.0,0.5,0.0
44," send me the original of ur avi pls n thx .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
45," is responsible for soon to be bankruptcy. she is proof perfection needs not an ounce of make up.
",0.25,0.0,0.0,0.0,1.0,1.0,0.75
46,"#days need to get rid of all these horrible characters. cut down to half hour. bring back a couple proper sets &amp; then i would watch .
",0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,1.0,0.6666666666666666,0.16666666666666666
47,"happy #freespirit friday - we are the dreamers. the lovers. believers. the change makers #freeyourmind xxx .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
48,"we look forward to seeing u tonight @ the university chick-fil-a! will be playing live. #spiritni .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
49," that is your problem. you make things a competition. 10x20 scene had nothing to do with sam. it was about dean/claire/cas/jimmy.
",0.25,0.0,0.0,0.25,1.0,0.75,0.75
50," shall pop round after dinner! .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
51,"lol a usty abuse fuck oot oot taxis .. taxi to sahdias and home from sahdias nae wonder a was so skint aw the time .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
52," //that's fine. a lot of the girls are but i'll use yiu the most soo :3 .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
53," btw i'm flirting with someone (poorly) <tease> he's in my sci-fi class .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
54,"i liked a video from  .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
55,"who is wise? he that learns from everyone. #quote - benjamin franklin .
",0.5,0.0,0.0,0.5,1.0,0.5,0.5
56," sounds like i have missed a good fight .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
57," laidlaw is a much better passer of the ball. especially from the breakdown .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
58," aaaaaaa i just saw this holy fuck chilli holy fuck!!!!!!!!!! my ot3 im done .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
59,"insert *me yelling at the tv to get on the freaking door jack dawson* .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
60," but there's no need to @ gonzo if the subtweet isn't your concern? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
61,"serious question: how many of these are hate mail/death threats? .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
62,"find your perfect denim fit and free shipping at dl premium denim .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
63," definitely appreciate it. we're going to put a lot of effort into our forums. so hopefully we see you there! .
",0.75,0.25,0.0,0.0,1.0,0.75,0.25
64,"me: merry fucking christmas to me! .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
65,"when you're invisible to everyone and your friend is getting hit on by freshman literally right next to you. the joys of first period loolll .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
66,"ppl swear like them saying they hate one direction will make them better? or make other ppl like them? .
",0.8,0.2,0.0,0.0,1.0,0.8,0.2
67,"really need to meet some new people. bored of the same ole same ole .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
68,"wow. last week i complained about no angry birds and no stub hub on wp7 and now they are available. i control the world with my mind!! .
",0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
69,"with time and loneliness the boy found clarity which he chose to release over a world or insanity .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
70,"i need to stop making assumptions like that. it makes me seem like a huge dick. i fucked up...
",0.6,0.4,0.0,0.0,1.0,0.6,0.4
71,"i freaking hate you. you're so annoying and you complicate everything and you're so frustrating and you confuse me! .
",0.4,0.0,0.0,0.0,1.0,1.0,0.6
72,"that's a positive thing makes want right? .
",0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666
73,"hope to go back some day.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
74,"if y'all hate on tim duncan y'all don't know the game of basketball...period.....
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
75,"having a serious relapse in my recovery and i only have six days until a level exams. nice timing rebecca <happy> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
76,"her name is persephone. and she's the sweetest. she finally got my old cat. choco. to play.
",0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666
77,"my twitter is being annoying dang it <sad> .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
78,"shrinkage ain't shit yet but gimme time.
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
79,"wtf is this burn book shit ???? .
",0.5,0.0,0.0,0.0,1.0,1.0,0.5
80," yes. my newer pans are more difficult to cook in. wish i had some 40 year olds. uh. pans that is.
",0.2,0.0,0.0,0.2,1.0,0.8,0.8
81," ugh vom dot com .
",1.0,0.0,0.0,0.0,1.0,1.0,0.0
82,"so excited!! what is happening!?! #doctorwho50th .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
83,"oh my god @ people's stupidity .
",1.0,1.0,0.0,0.0,1.0,0.0,0.0
84,"social media killed any chance of me having a fully functional attention span woah a bird just flew bye you guys should see this bird .
",0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
85," cp6 was botley hill. at the top of some stupidly long and very harsh incline. actually that sounds like most of the cps.
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
86,"daily #cancer: you have moments where you both feel like you can't stand anyone else but each other for the moment.
",0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
87," fuck i want it cus foxy looks amazing .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
88,"#yoga #insidejoke #hashtag #sparkle #mrclean #flowers #quotes bree_gummer .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
89," that was the part that stood out for me. green is still very much involved which makes the new directors some what dubious.
",0.25,0.5,0.0,0.0,1.0,0.5,0.75
90,"racism is here to stay. sadly .
",0.0,0.0,0.0,0.0,1.0,1.0,1.0
91,"ain't shit i can do while the weather is acting up . fucking kills my movements .
",1.0,0.25,0.0,0.25,1.0,0.5,0.0
