Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,labels_for_settingA
"my shoulder is distracting????? i'm sorry people's b.o. is what is really distracting .",0.0,0.35714285714285715,0.5,0.0,0.0,0.0,0.14285714285714285,0
"climate change action on campus! join today 4 event planning @ 4:30 + trivia @ 5:30 - ev1 courtyard!  .",0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.2777777777777778,1
"i'm waiting for taylor swift to like some awesome thing about ot4 on tumblr after she did the last rumble .",0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1
" i'm with whoopi all the way sunny ay be from the hood bu she still doesn't know what shes talking about.",0.0,0.0,0.0,0.0,0.7,0.0,0.3,0
"happy birthday to our friend. . wishing you another fabulous year! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" my internet is the fucking best not my fault your link is shit .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"reasonably-priced cars girls love - .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" wow. it's like i wasn't even there.",0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,1
" but. i actually love emma and don't want her to die though.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" so.. wanna ruin some peoples lifes...? .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"it's mad how instagram doesn't take down these kind of images .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"that's the shit they never see .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"so u can ficking murder them .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
" well isn't that great news! fair play to her! tph grads keeping the parchment industry afloat.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" you think so fam? i'm trying to find a pair i like.",0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.4615384615384616,1
"raptors are going to win .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" prestigious title in wwe. i think brock winning hurts him but if reigns wins he'll cash in successfully.",0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1
"what do you call a fake noodle? an impasta.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
"so tired and sure i had readin for tmo fml .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"hashtag i'll never be good enough for you so as long as you're happy that's as much as i can ever hope for .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" i hate u .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"estoy enamorado pero mis errores me dejaron soltero .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" when will you start giving away #joecarter memorabilia? .",0.5,0.0,0.0,0.0,0.5,0.0,0.0,0
"here at a birthday party baking in the sun .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"woop woop it's friday!!! yay .",0.0,0.0,0.0,0.4,0.0,0.0,0.6,1
" books from the library are fair game imo but gravelly stuff? it's not cricket .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"you are valuable and irreplaceable. if you are ever told otherwise. do not believe it.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" i'm ugly wyd .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"(there's kind of same ending in carpe jugulum with granny. and i think the one in cj is stronger? b/c societally sharper) #discworldreread .",0.3,0.0,0.0,0.0,0.0,0.0,0.7,0
" the last two define you alright .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"im officially done with my fuck up of a life all i do is make ppl hate me .",0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0
"ha. hahahaha. hahahahaha so over everything.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" so it's a question of what kind of lineups and madness of all the things to try and got in.",0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,1
" check out this great suite at hermitage bay! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" you're /so/ lucky i like you or i would splash you again in stead of kissing you she smiled against his lips as she spoke .",0.24242424242424246,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,1
" you need lessons from millie she loves going in the car. rattle keys ears up n ready to go!will attempt to tweet pics tmoz <happy> .",0.0,0.0,0.0,0.16,0.0,0.0,0.84,1
"literally have no strength anymore .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" that's alright. i appreciate it! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" anyone who smiles all the time is either in a cult. insane. or a fraud. what i'm saying is that we should work to always==&gt; .",0.16,0.0,0.44,0.0,0.0,0.0,0.4,0
"there is not any kind of permanently solid matter. all is vibration. and the vibration appears to our senses as something solid.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"#sagittarius make great teachers. musicians. writers. and comedians.",0.0,0.0,0.2,0.0,0.0,0.0,0.8,1
" you in austin??! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" u changed ur @ again why i liked bangedcash .",0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,1
" we love u man <happy-tears> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"a friend is someone who understand your past. believes in your future. and accepts you today just the way you are.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"remember im not a twitter follower....",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"#budget2015 #auspol so you wanna fix the budget? well. make all welfare a loan... easy - all fixed. waiting for consultancy fee.............",0.0,0.0,0.25,0.375,0.0,0.0,0.375,1
"on god. i'm not doing shit. i'll eat my own hands off before i do.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"so proud of our very own sweat cardio dedicated member for earning this award! liz simmons placed 1st placed in...",0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.8974358974358975,1
"lol someone tell me a drug dealer in snellvile.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
" feels like heaven when you take me in your arms .",0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1
"when you're invisible to everyone and your friend is getting hit on by freshman literally right next to you. the joys of first period loolll .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"do i get an amen? i love my life.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"and now i'm scared. i'm on the verge of passing out and the pain is the only thing keeping me awake. would love for some help right now.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"you wish you could be footloose and fancy-free today. yet you ... more for leo .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"need a blunt pleeeease ...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"#sagittarius are very optimistic in every situation.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
" for smoking weed everyday? yes i'm guilty .. i just don't understand the 'coward' part <skeptical> .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
" yeah. we set the usher up. our stories match. his hands are shaking. grandpa needs a nap &amp; we get paid.",0.5294117647058824,0.0,0.4705882352941176,0.0,0.0,0.0,0.0,1
"rich homies mixtape is fireee .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" you're v v v v v cute and one of my favs ily .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i feel like such a hack for really loving this weird system for productivity. but it's doing amazing things for me.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"gotta love these people.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"about to sleep and tired and sad and i lost my laptop it was with me for like 3 whole years. shit. anyway .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0
" yep. didn't even come for nanas birthday .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"report: unnamed redskins player criticizes rgiii (via .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"motivation!! thanks  .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
"nothing like having the one person you thought you disappointed heavily call you to tell you that you didn't and that they treasure you.",0.17391304347826084,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,1
"#worldcup2014 will never be as exciting as it could without  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"having a serious relapse in my recovery and i only have six days until a level exams. nice timing rebecca <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" lol its only been like 2 months uno .",0.0,0.0,0.0,0.125,0.0,0.0,0.875,0
" how nice from a scale of 1-10 .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"antisemitism is not a prop to be used in debates on rhetoric and theory. it's a very tangible issue for a lot of people. treat it as such.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"sums up pretty much all of our conversations.  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" why am i friends with u ppl .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"well.... they say you learn something new every day <tease> haha  .",0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1
"sobrang nakakatalino ng fm. not just mentally (in an alternative. ideal world i would've taken a communications course) #forevermoreligaw .",0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.7333333333333333,0
"thanks all for coming out to the stream! i'll be doing another one tonight at 6pm cst! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"paper talk: west ham eye hernandez: west ham are reportedly interested in javier hernandez. while burnley...",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"the only type of morning that i enjoy. #nightowl .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"which pretty much matches me. i have a lot of aries in my chart... its disgusting.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"awk moment when you need to pee so bad and you are wearing an effing romper...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" please look at this it's not mine but it's amazing x47 .",0.0,0.0,0.0,0.2,0.0,0.0,0.8,1
"i liked a video from  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i hate whiskey but i love whiskey .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" love that! student involvement to the max! #edteach .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"#vautour - jolly good...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" awwww did your guy manny lose!!! stop crying. man up .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"hate is a strong word .",0.0,0.0,0.0,0.25,0.0,0.0,0.75,0
" that would be excellent - definitely something to think about. excited! all depends on our schedule + cost. though .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" in my day uoc chem was good. not outstanding but we still had a few brilliant lecturers. and we and prof jno visiting  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"me- why does she want to be me so bad mom- idk. but she's still ugly. lmao .",0.0,0.0,0.0,0.0,0.5,0.0,0.5,0
"damn they been a block away from doing that since last game #smh .",0.0,0.0,0.0,0.18181818181818185,0.0,0.0,0.8181818181818182,0
"if you could see how things were going to work out or see how god was gonna fix things.god wouldn't be asking you to trust him! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" zayn tweet a selfie please .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"scar was so grimey...just like niggas these days .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"still waiting for this...#whereareyou #soulmate #love #wordporn #quotes #quotestoliveby whiteelephantsandmagic .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" lol nigga trippin paranoid and shit .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"why did i stop listening to a day to remember this song is great #ifitmeansalottoyou .",0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,1
"i hate my life so much. i'm so done .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"whataburger sounds good right about now .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" is this me ??? haha .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
" hahahahhaa yessss obviously .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"the new sampha and drake track is surprisingly good. but then sampha is great on every track .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i'm so done. i hate my life.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" got what ive seen this picture like 500 freaking times .",0.1,0.0,0.0,0.0,0.0,0.0,0.9,1
"encourage your child to express their creativity in political and social terms.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"dad: i know it's wrong for a parent to have favorites. but you're my favorite daughter.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" hahaha i never went to ghs! (wish i did tho) .",0.4166666666666667,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,1
" been pretty successful across europe and on university campuses globally. worth taking a chance in to too! #eyesonthestreet .",0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,1
"it is difficult to talk about myself. because only people from outside can see me objectiv...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"90210. cookies and milkshake in bed #perfect .",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
" lol none of us won... awk .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i know sharing makes you feel alive which is funny cuz you dont know it yet but youre already dead .",0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.10526315789473684,0
"en route to sheffield. hogging a table seat to myself. exciteeeeeeed .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"they just wanna fuck my lil bucket up. just got rear ended .",0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
"fuck my eye like cyborg aldy .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
"we're just two lost souls .",0.2,0.0,0.0,0.0,0.0,0.0,0.8,1
" yup. i can't hate that.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"if more people understood me the way understands me then i would have a lot more friends.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" =d awwww u should be here to take me around nanu <love> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"i hope he is doing good at his tournament :3 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" they managed to report glasgow chaos!!!! no surprise from msm.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"lol. ivorian coupe decale mostly doesn't have lyrics. it's 3 minutes shout outs and the 2 minutes onomatopoeia. i mean hardcore onomatopoeia .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" unfortunately we are not getting to know any of them really. fed up with the perez show. so have stopped watching.",0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0
"good evening #shropshirehour the are having a little xmas party for all our friends ... <happy> x #thankyou .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"some of these cooks at miami are so rude .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"why would anyone announce their pregnancy via text? as these responses show. it's probably not a good idea! .",0.2222222222222222,0.0,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0
"i've had an exponential-decay calculator tab open in chrome for a week or so. #geekproblems .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"whos laughing now .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"oh and there's already a substantial #calgaryexpo line for your #innerspace panel! (no pressure)  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"aaron hernandez found guilty of 1st degree murder n sentenced to life without the possibility of parole. he shuda got 25 yrs instead  .",0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.8064516129032258,0
"my darling is getting her vaccines today!!!! #singlemom .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" best team lost .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
". if nicola said we will not seek another referendum for a generation. we could all make peace. this is what i seek.",0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.8636363636363636,1
"#sagittarius have the lowest bs tolerance.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
" i have so much feels for you man. you will shake dust out of your personal belongings for years after you leave.",0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1
"like at least make them realise that you're there no matter what?? .",0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,1
"season. turning loss. #nyr .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" really? cause it kind of seems like you picked up the debate indirectly. i was just asking rhetorical questions.",0.7222222222222222,0.0,0.0,0.05555555555555555,0.0,0.0,0.2222222222222222,0
"home made simple's patrick brown shares what makes a happy home .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"#sagittarius likes to keep it fresh.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"remember me why should i still use the college address when actually i don't give much fucks about it...",0.0,0.0,0.9,0.0,0.1,0.0,0.0,0
" you know this might back fire and we love it. look at the secret adversary. you just never know! .",0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.7222222222222222,1
"its not who you're looking to for help. but who god will bring into your life #favour .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"have your freaking one month back .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
"toff has bad skin .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"great line up this morning. with a full set of amazing subs.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i'm in a free now but i'm too tired to do any work so i'm just sat here playing tetris wow i'm cool .",0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333,1
"bobby: i'm sorry. if you care.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"#followfriday: please retweet #4h2o. as we build our #4charity following. #ff .",0.6363636363636364,0.0,0.0,0.3636363636363637,0.0,0.0,0.0,1
"i'm not ready for this.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"people take life way too seriously .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"this hurts. a lot. i just want it to stop. please.",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0
" lions must be the dirtiest team in the league. cunts .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"detailed report by #imb on harmondsworth prison. this kind of detail and presentation would be welcome in #ireland.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" the marketing for star wars is great because they're showing us a lot of cool stuff without showing us anything.",0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,1
"i'm all alone and no one cares.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" good reports! one correction though - zemlak is still injured so daly played.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
" bwahaha .. buti kung ganon talaga! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"lol i'll treat you the way you treat me! but sometimes i might not cause i ain't a scum to drop down to your level really!! i'll ignore!! .",0.0,0.0,0.3125,0.0,0.0,0.0,0.6875,0
"i am thankful... and i am happy! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"well that certainly clears things up.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"a bulletproof vest for babies?! i'm not even surprised. it's kanye.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"only a few more days before my iphone 4 bursts into flames and self-destructs when the new iphone 5 is released...",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"lib dem bloke lost his deposit by all accounts...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
" definitely gonna try .. this one is gonna be rough though .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" it's pretty postmodern too. frame the picture. sell as art.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"chugged a liter of chocolate milk. my stomach is now reminding me that it was a bad idea..",0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0
" haha. you drew the same conclusion as me... yes. it wouldn't surprise me at all! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"but what if louis and zayn are talking to each other rn and telling jokes to each other .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i need to stop asking mfs to do shit for me .",0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0
"i still can't believe it okay.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" thought you might appreciate this...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" wow u go gorl .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"not saying i'm albert einstein but i can't be doing with stupid people..",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" wow i guess the nc state educations really is paying off so far .",0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.2307692307692308,1
"free shipping on friday july 17th from gold canyon candles .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"beautiful evening at one enchanted evening fundraiser last night. proud to support all the good work this organization does! .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"if i don't know what u taste like r we rlly friends .",0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.6153846153846154,0
"there's a boy in my english class that distracts me by breathing and i daydream about making out w him a lot .",0.68,0.0,0.0,0.0,0.0,0.0,0.32,1
" are you serious....",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
" - from him. however..she fought it. ..o..okay. okay. but..don't come any closer. please.. it was a plea. less a request.",0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1
" there's no reason to be mean. i was helping you out.",0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0
"pontoon boat ride today on lake dillon. if the rain stays away. if it's raining. today may be a good nap day.",0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.3809523809523809,1
"full length check for the castor oil challenge which will begin tomorrow-- .",0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.3684210526315789,1
"i miss when the only drama in my life was between and i when we fought over who was going to be joe jonas' girlfriend .",0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,1
"we debuted in march '96 (we're 18) with purity. hope in a jar. amazing grace. kiss me. shelter &amp; the coloring book #triviatuesday #philobday .",0.3043478260869565,0.0,0.0,0.08695652173913042,0.0,0.0,0.6086956521739131,1
"uh oh. *vibrates gently* .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"marriage lesson #9: be your spouse's number one fan! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
" holy shit b my boyfriend .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" i don't know how to inbox. i'm still learning how to tweet back and i have no idea what a retweet is....lol.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"sorry snap chat.. jk i'm really not .",0.0,0.0,0.75,0.0,0.0,0.0,0.25,0
"misgov turnt as fuck .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"anyone looking for hardcore work...you're looking in the wrong areas lol .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"everybody's tweeting positive things about h under #harrynobodycomparestoyou but i don't need to bc everyday i tweet about how amazing he is .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"family goals : happy halloween from gotham city!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"from yesterday. police chase hertford 'suspect' in helicopter... buttttt they had the wrong guy! bad or just funny? .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0
"my new favorite photographer: .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"be positive. think positive and live positive. a new day is always a promise of the best things to come.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"congrats on your first year! y'all are the best <happy> .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,1
"but zayn being pakistani has never been an issue to me?? why do you all think that would've been an issue? cant see whats wrong with it .",0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.4814814814814815,1
" to flaunt them in front of everyone. lol.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" oh god i would have lost it .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i lowkey lurk on your twitter like eveyday .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"being a recluse seems like it has a lot to offer. does anyone know where i can find a shack? .",0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.8235294117647058,0
"want the boy i like to sing walls to me so bad .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" what the fuck is the online trans community .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"all i really need is one chance. i swear you won't regret it.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i am unashamed to say i have taken this pm off &amp; i'm sunbathing.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"i literally cannot get over it. lol i even talk myself through it before i call.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" wish i could've partied with him back then. <happy> #doobie .",0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,1
"if she happy im happy even if it mean w/o me .",0.0,0.0,0.0,0.18181818181818185,0.0,0.0,0.8181818181818182,1
"every time i see mo on my tl now i'm just like mick oops. got eem! .",0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0
"#sagittarius gets very bored of the same old. same old. so know how to mix it up or get the fuck out.",0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.5833333333333334,0
" uhuhuhuhuuuhuhuuuu beautiful rose wardo your love never wilted it survived the frostiest of times .",0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,1
"you spent your whole life looking for the truth. sometimes the truth just sucks.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"oh dang only 2 matching numbers .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" thanks that's why i found out his name .",0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,1
"faults: ausmus. carrera. nathan .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" that's super dramatic i never had to do that last year .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i've lost my christmas jumper oops<skeptical> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i kind of feel like hes purposely hiding the thigh tattoo i just wanna talk .",0.0,0.0,0.6875,0.0,0.0,0.0,0.3125,0
"i tried to know you. not my fault. i gave you the perfect in. you had my mind. it was there for the taking.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1
"my top 3 #lastfm artists: knife party (8). sunn o))) (7) &amp; death grips (7) .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"fuck off with your eastenders shit .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
" has she cut her hair for season 2 of finding carter? i think it was longer before. i love her hair right now.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"hate is your reward for our love .",0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0
"look forward. keep going don't loose sight of what's important to you and most of all be happy! ain't no stopping me! .",0.09523809523809523,0.0,0.0,0.14285714285714285,0.0,0.0,0.7619047619047619,1
"with the right focus. you'll be surprised what you can accomplish. the doors that you used to walk past that you should have peeked in .",0.0,0.35,0.0,0.0,0.0,0.0,0.65,1
"i'm up for an adventure today .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" sorry. this is copyrighted.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"honestly fuck umi i am so fucking tired of getting sr umi's give me someone other than umi fuck u love live .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
" if the engine light hadn't come on on my car i'd offer to drive but can't risk it really .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"i feel that bad about not feeding our hens corn that i looked up a hen's memory span to see how long it'll be before they forget .",0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,1
"let your hopes. not your hurts. shape your future.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
" yeah they good .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
"starchy foods compromise your thinking patterns .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"if you're a father. your kids come before your girlfriend. not fucking difficult if you ask me .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
