Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE,labels_for_settingA
"lol this woman married herself after being single for too long...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"#lrt are they serious? does anyone think a petition like that is going to work? .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" i am definitely planning on looking into it after i get my drivers license this year.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
"i can't believe i miss #oomf..",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"blueberry breakfast cake. wow i made this today and it was amazing!!! i highly recommend making thi .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" thanks u remember .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"why fall in love when you can fall asleep.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
" lolz.... ok ok leave it with me!!! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
" haha. can't wait for you lot to go into admin .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"#sagittarius are very physical beings and if they aren't sexually satisfied in a relationship. they may hit the road .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"jimmy takes the piss when everyone else doesn't do well in the trials and then is complete and utter shit at all the trails he does .",0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0
"laught at life. love life. live life .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"noc shift: feel like shit 24-7.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i miss my mom yo .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"listening to love fm this morning... these guys want to kill me with laughter.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i just made stir fry with gluten free noodles yum i just wish gluten free soy sauce tasted better <happy> .",0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.6,0.4,1
"= looked. i coughed painfully in surprise. kai? he was the last person i anticipated to ever see here again. i peered around me = .",0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.0,0.0,1.0,0.6,0.4,1
" *buzz* that looks like a hesitation after welcome there.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"thank god for my brother cause i know he would do anything for me and i'd do the same for him .",0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.8,0.0,0.0,0.0,1.0,1.0,0.2,1
"happy texas independence day---- aaaaooowwww!! love texas <love> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" just of the permissions / account details. as per security concerns .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i legit bought eyebrow stencils today haha .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" he bloody well was! he got a jolly good eye-seeing to! lovely evening <happy> <kiss> .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.75,1
"#celebrate!! 7 layer #fiesta nachos!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"so i can get 3 extra early screening tickets for age of ultron through work. the problem: i don't know anyone in halifax.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"spring break = ruined .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" thank you bae ;; .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
"he seriously needs to freshen up on his voicemail leaving protocol!!!!!!! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" darling i don't know what is happening in your life but please stay strong-don't do anything you can't take back- talk to me .",0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,1
"i wanted to say something. a joke. a sappy metaphor. some semblance of communication. but instead i sat. stung by silence &amp; unable to speak.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"you want to add glitter to the glue you're sniffing. fine. but don't dump your wackadoo over us. we'd rather not step in it.",0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" #1984play i think it's always more than one thing. could equally be a successful terrorist-sting remembered.",0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i have no service but i got 4g ok .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i could listen to your favourite bands with you all day.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"like some of yah females lucky. i'm 21 &amp;&amp; can't catch a fucking case ill put that 16 yr old bitch through the ground bruh rns .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.75,0.5,0
"i love listening to my second family on every morning .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" - at what point does r superpac $ stay on sideline or move toward house/sen races? lost cause is a bad investment .",0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.5,0.25,0
" i was sure i'd see you killin it on someone's shoulders haha .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0
"who likes my #eurovision ... i guess i'm going to wear these to death over the next two weeks #vienna2015 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"eww had me at galloway revealed himself...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"naruto is on netflix! everything in my world is good now .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i've just signed the e-petition to expel the israeli ambassador from the uk. pls sign: .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" i feel i can race 50s. i now i feel i can finish 100s but i'm stretching myself. 50 is to 100 is like parkrun is to marathon.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"oh wow! it's like hello we are at #theoscars and the next it's the #mtvmusicawards. this is what an acid trip must look like. #theoscars2015 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1
" i can help u choose some good ones tho yh?? .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
"always tell the truth. if you can't always tell the truth. don't lie.",0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
"gorgeous celebrity weddings - .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"if all my followers donate like 2 quid i can get my shop haha i have 56 days to get it .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"somebody loves ya.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" okay masehh <happy> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
"lol at katie convincing me to get ice cream .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
"(trick question: few things are transformers-level bad.) .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"#leo : what most others like you is that ability to have people around you. the gift of speech. to be fair with people .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i love this.. i wish i could find who wrote it..",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1
" same as what i saw yesterday and similar to what i posted this morning .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" this tree dude that says you can never understand how i feel like omg i'm laughing so hard jfc .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
" have you actually met any of these fans? online faceless idiots. today and the card display showed real fans .",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0
"nah gudda best verse to me got to be on gunwalk.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"please god i have a peaceful sleep and good rest. i also pray for rocky lord he is so tired all...",0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1
" i know! i don't envy anyone having to do one of those venue get-outs! glad to be home? .",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"baltimore is about to make me cry .",0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"5 filipino new wave directors you should know (and love) .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" metal children hahahaha stop <happy-tears> <kiss> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" i would gladly read anything you have roughed out so far. if my opinion is worth anything to you. <happy> but essentially...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
" well there was. it just wasn't as large. plus people and businesses and events boycotting the state has just as large an impact .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.75,0
" yes babe. selasa khamis ja hahah. kebetulan hrini hri dia so u bole pi beli hahah .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"i hate hoes like that who make no sense !! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"where are my friends .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" im doing pretty good. how about you? .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i actually hope it works....",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1
" and february had less days too. that makes it even more impressive. congratulations spoiled ashley! #successfulwoman.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1
" i was about to say. still that's young lol. when is her birthday? i'm trying to find out about her.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1
"new life goal: save up enough money to go to the austin tv festival in june.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"yak baba ng jobstreet english language assessment score ko! pero at least 10/10 ako sa conversational at comprehension part haha! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"interested in joining the team? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"1. people who've created themselves and their crush on the sims .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"have u ever accidentally tweeted on the wrong account n had to delete ur entire life m2 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" aww. thank you /.\ .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" super good huh? we'll have to check it out thanks <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" *a little while later she comes in. folowed by demon and furball* .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"hope tales from the borderlands can be enjoyed without having gone through the previous games.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
"my life is a series of unfortunate events .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"2. the fun and crazy side.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
" toss the blame at someone else game! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
"cute little picnic on the beach at mersea .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"if you're my best friend don't become bff's with my ex boyfriend lol don't do it .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0
"watch out for them cops dude. check yourself make sure you smooth .",0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.75,0.0,1
" i'm not i fought girls that are so much older before why would i be scared of u 4'2 looking ass .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.75,0
"i'm so fucked up is this real life?.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" wow! gorgeous! enjoy! .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" hahahhahaha wushu!!!!! ikaw pa ba you understood and had american humor even before i was born .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.75,1
"i just want to be mwi aw the time. like 24/7 and do nothing else. ah that's the life.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"thank you to ! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"why are some vine boys so ignorant jeez.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" keep them coming m8. impressive collection. i view every picture you post. brings back lots of memories.",0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.25,0.0,0.25,1.0,0.5,0.5,1
" gayer than cam newtons awful throwing motion .",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"what is true financial freedom? an integrated perspective .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"but then there lies the question of do you love me if you can't even embrace your flaws? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.75,1.0,0.5,0
" holy fuck can u get a ride to claw's? we're hanging out.",0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"i'm only friends with anyssa cause she pumps my gas and holds my steering wheel for me while i eat and drive hehe .",0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.8,0.2,0.0,0.4,1.0,0.4,0.2,1
"for all the assholes that said kosovo only has caves .",0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0
"so ready for bey's look at the met gala .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1
"dont know m i hving real friends or fake friends... <sad> #updating .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" ye lucky i have 2 hairdryers lol .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"messi and neymar r individual talents lucho. training less for 1/2 days doesn't fade their talents. u of all should understand this.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" hey girl.! we need you back cheering at the gym.! ya in.? <happy> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i swear to god if i ever see with her hair in a top knot. i am going to conserve the shit out of her.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"well it's fine because we'll find someone who wants to rape us as much as we want to rape them some other lady said this.. #whatintheworld .",0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.2,0.0,0.0,1.0,0.8,0.6,0
" they could call it beige appreciation day and deny the discount to anyone darker than oatmeal. too bad if you like to tan! .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0
" i spent my night making starters and desserts for a bunch of cunts .",0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0
" hahahahaa omg bless u .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
" yea. sure. but what about you babe? .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" hindi hardcore un eh mas risky ata un not sure tho. sige lang <tease> .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"taking community politics taught me a few things: i hate govt. my roommates are smarter than me. i will never take a politics class again.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0
"and your kiss won't make me weak...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"i mean. sean has some sweet moves...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" idk i just feel like it'd be a lot of fun n i could do ur hair and stuff .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"doesn't even feel like my birthday is tomorrow .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"*fights urge to keep texting* must. make. up. lost. sleep.",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
" that cut deep.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" its a lot.... it's less if you just don't care abt ur mistakes but i keep trying to do a full teams work on my own lmfdmmao .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.75,1
"be careful about placing too much trust in your instincts now ... more for pisces .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
"soooo soo blessed. just got the sweetest most thoughtful. &amp; very helpful gift anyone has ever given me! #lucky #grateful #thankyou <happy> .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,1
"blowing nicks snap chat up <happy> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i am allergic to people with the attitude that i owe them a proof or explanation for anything. are you paying me for my time? no? well then.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
" finally fulfilled his destiny. he was beating phil taylor with nine-darters eight years ago at age 17/18. bet he's feeling champion.",0.75,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.0,0.25,1.0,0.0,0.0,1
"amelie and i attempting to decorate is a joke .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" hahahahahahahahahahahahahaha you're 's fellow in this! she has done something similar <tease> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"to bad i have lost your eye....",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"today stats: one follower. one unfollower and followed one person via .",0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0
"dog just gave me a heart attack. started hyper ventilating in her sleep .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"it's cool. i'm used to getting fucked over. i'll eventually get over it like i usually do.",0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,1.0,0.5,0.25,1
" a paddling pool is much shallower .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
"despite objecting to local nuj paying hebden bridge town hall 10 quid and so undermining freedom of press to be critical. i'm not nuj enemy.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
" i'm patrick. nice to meet you.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"now this. this is what a rebound looks like for detroit sports .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"if y'all hate on tim duncan y'all don't know the game of basketball...period.....",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"lol that girl blocked me .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
" is coming too!! .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
" please follow x70 .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"remember #cowx in april 2013? snowstorms saved us from prolonged drought. happy #tbt .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"i don't normally deserve nice things but i'd like to think i've deserved my day off today. 1st since forever when i have no plans at all.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"they told me shit would change but ion really see no change in us......",0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"the aftermath! it's sunny today though! haaaapppy friday! .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"spending money on these hoes nigga you ain't fucked shit .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" it will be really inteesting to see what does devolp if that has been the case credibility and truth knocked into a cocked hat .",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.75,1
"i am damn sure the nhs grampian medical research stinks to high heaven.",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" wanted to. but i was afraid he'd end up like delonte west. that wall knocked his hat (backwards) off though. laughed pretty hard .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.5,0
" &amp;u know me &amp; my comparisons/metaphors are always so odd.but u broke your collarbone so i don't think it hurts more than that .",0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
"i am a proud albertan today! thanks for your amazing work! #abvote #orangecrush .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i didn't get my usual whatsapp from to confirm and i had family commitments. apologies. it won't happen again! .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
"intense emotions are an invitation to make important changes. be honest with yourself about what you really want to do next. #newperspective .",0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
" buy my alcohol pwease .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"not everyone's a friend now a days .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"my baby hospital name tag still on. it's a reminder that i was on my own and i survived! proud to be a #singlemom .",0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1
